javaparser,javaparser-core-testing,/javaparser-core-testing/src/test/java/com/github/javaparser/ast/NodeListTest.java,com.github.javaparser.ast.NodeListTest$IteratorTest$ObserversTest,whenAdd,()V,void whenAdd(),org.junit.jupiter.api.Test,10,10,19,Object get(int index)|int size()|void add(Object e)|void assertEquals(Object expected; Object actual)|void assertEquals(int expected; int actual),5,,0,,0,0,0,0,0,,,0,9,9,,0,,0
javaparser,javaparser-core-testing,/javaparser-core-testing/src/test/java/com/github/javaparser/ast/NodeListTest.java,com.github.javaparser.ast.NodeListTest$IteratorTest$ObserversTest,whenRemove,()V,void whenRemove(),org.junit.jupiter.api.Test,13,13,23,Object get(int index)|Object previous()|int size()|void add(Object e)|void assertEquals(Object expected; Object actual)|void assertEquals(int expected; int actual)|void remove(),7,,0,,0,0,0,0,0,,,0,10,10,,0,,0
javaparser,javaparser-core-testing,/javaparser-core-testing/src/test/java/com/github/javaparser/ast/NodeListTest.java,com.github.javaparser.ast.NodeListTest$IteratorTest$ObserversTest,whenSet,()V,void whenSet(),org.junit.jupiter.api.Test,13,13,23,Object get(int index)|Object previous()|int size()|void add(Object e)|void assertEquals(Object expected; Object actual)|void assertEquals(int expected; int actual)|void set(Object e),7,,0,,0,0,0,0,0,,,0,10,10,,0,,0
javaparser,javaparser-core-testing,/javaparser-core-testing/src/test/java/com/github/javaparser/ast/NodeListTest.java,com.github.javaparser.ast.NodeListTest$IteratorTest$AddRemoveListIteratorTest,whenAdd,()V,void whenAdd(),org.junit.jupiter.api.Test,5,5,9,boolean hasNext()|boolean hasPrevious()|void add(Object e)|void assertFalse(boolean condition)|void assertTrue(boolean condition),5,,0,,0,0,0,0,0,,,0,4,4,,0,,0
javaparser,javaparser-core-testing,/javaparser-core-testing/src/test/java/com/github/javaparser/ast/NodeListTest.java,com.github.javaparser.ast.NodeListTest$IteratorTest$EmptyIteratorTest,whenNext,()V,void whenNext(),org.junit.jupiter.api.Test,1,2,2,Object next()|Throwable assertThrows(Class expectedType; Executable executable),2,,0,,0,0,0,0,0,,,0,1,1,,0,,0
javaparser,javaparser-core-testing,/javaparser-core-testing/src/test/java/com/github/javaparser/ast/NodeListTest.java,com.github.javaparser.ast.NodeListTest$IteratorTest$EmptyIteratorTest,whenHasNext,()V,void whenHasNext(),org.junit.jupiter.api.Test,1,1,2,boolean hasNext()|void assertFalse(boolean condition),2,,0,,0,0,0,0,0,,,0,1,1,,0,,0
javaparser,javaparser-core-testing,/javaparser-core-testing/src/test/java/com/github/javaparser/ast/NodeListTest.java,com.github.javaparser.ast.NodeListTest$IteratorTest$EmptyIteratorTest,whenAdd,()V,void whenAdd(),org.junit.jupiter.api.Test,5,5,9,boolean hasNext()|boolean hasPrevious()|void add(Object e)|void assertFalse(boolean condition)|void assertTrue(boolean condition),5,,0,,0,0,0,0,0,,,0,4,4,,0,,0
javaparser,javaparser-core-testing,/javaparser-core-testing/src/test/java/com/github/javaparser/ast/NodeListTest.java,com.github.javaparser.ast.NodeListTest$IteratorTest$EmptyIteratorTest,whenSet,()V,void whenSet(),org.junit.jupiter.api.Test,5,6,10,Throwable assertThrows(Class expectedType; Executable executable)|boolean hasNext()|boolean hasPrevious()|void assertFalse(boolean condition)|void set(Object e),5,,0,,0,0,0,0,0,,,0,5,5,,0,,0
javaparser,javaparser-core-testing,/javaparser-core-testing/src/test/java/com/github/javaparser/ast/NodeListTest.java,com.github.javaparser.ast.NodeListTest$IteratorTest$SingleItemIteratorTest,whenNext,()V,void whenNext(),org.junit.jupiter.api.Test,2,2,2,Object next()|void assertNotNull(Object actual),2,,0,,0,0,0,0,0,,,0,1,1,,0,,0
javaparser,javaparser-core-testing,/javaparser-core-testing/src/test/java/com/github/javaparser/ast/NodeListTest.java,com.github.javaparser.ast.NodeListTest$IteratorTest$SingleItemIteratorTest,whenHasNext,()V,void whenHasNext(),org.junit.jupiter.api.Test,1,1,2,boolean hasNext()|void assertTrue(boolean condition),2,,0,,0,0,0,0,0,,,0,1,1,,0,,0
javaparser,javaparser-core-testing,/javaparser-core-testing/src/test/java/com/github/javaparser/ast/NodeListTest.java,com.github.javaparser.ast.NodeListTest$IteratorTest$SingleItemIteratorTest,whenRemove,()V,void whenRemove(),org.junit.jupiter.api.Test,4,5,6,Object next()|Throwable assertThrows(Class expectedType; Executable executable)|boolean hasNext()|void assertFalse(boolean condition)|void remove(),5,,0,,0,0,0,0,0,,,0,2,2,,0,,0
